File Start Time: 1262318536534
timestamp,acc_x,acc_y,acc_z,real time,activity
13067208259242,-2.5898438,0.34692383,9.8828125,1262318684538,None
13067218359242,-2.5742188,0.33496094,9.8828125,1262318684539,None
13067228459242,-2.578125,0.35180664,9.859375,1262318684567,None
13067238559242,-2.5742188,0.34936523,9.8671875,1262318684568,None
13067248659242,-2.5917969,0.35888672,9.8984375,1262318684569,None
13067258759242,-2.5683594,0.34936523,9.8828125,1262318684597,None
13067268859242,-2.5625,0.35424805,9.8984375,1262318684598,None
13067278959242,-2.5839844,0.36376953,9.8828125,1262318684599,None
13067289059242,-2.5722656,0.36132812,9.8671875,1262318684627,None
13067299159242,-2.5664062,0.36621094,9.8359375,1262318684628,None
13067309259242,-2.5664062,0.37573242,9.8671875,1262318684629,None
13067319359242,-2.5722656,0.36865234,9.8828125,1262318684658,None
13067329459242,-2.5742188,0.35424805,9.8828125,1262318684658,None
13067339559242,-2.5683594,0.33740234,9.875,1262318684659,None
13067349659242,-2.5683594,0.36132812,9.875,1262318684688,None
13067359759242,-2.6015625,0.37573242,9.8671875,1262318684688,None
13067369859242,-2.59375,0.37573242,9.8515625,1262318684689,None
13067379959242,-2.5976562,0.36132812,9.859375,1262318684718,None
13067390059242,-2.5839844,0.36621094,9.859375,1262318684718,None
13067400159242,-2.5703125,0.35888672,9.875,1262318684719,None
13067410259242,-2.5996094,0.36132812,9.8515625,1262318684748,None
13067420359242,-2.5800781,0.34936523,9.8359375,1262318684749,None
13067430459242,-2.5664062,0.35668945,9.859375,1262318684749,None
13067440559242,-2.5742188,0.36865234,9.8671875,1262318684778,None
13067450659242,-2.5800781,0.35180664,9.8828125,1262318684779,None
13067460759242,-2.5917969,0.35424805,9.8984375,1262318684780,None
13067470859242,-2.5722656,0.35424805,9.875,1262318684808,None
13067480959242,-2.546875,0.34936523,9.8828125,1262318684809,None
13067491059242,-2.5703125,0.34692383,9.875,1262318684810,None
13067501159242,-2.5898438,0.35888672,9.875,1262318684838,None
13067511259242,-2.5625,0.35668945,9.8515625,1262318684839,None
13067521359242,-2.5722656,0.37573242,9.8828125,1262318684840,None
13067531459242,-2.5625,0.37817383,9.890625,1262318684868,None
13067541559242,-2.578125,0.3852539,9.8515625,1262318684869,None
13067551659242,-2.5878906,0.37573242,9.8515625,1262318684870,None
13067561759242,-2.5742188,0.35180664,9.890625,1262318684899,None
13067571859242,-2.5839844,0.34228516,9.859375,1262318684899,None
13067581959242,-2.5722656,0.34472656,9.875,1262318684900,None
13067592059242,-2.5820312,0.34228516,9.8828125,1262318684929,None
13067602159242,-2.5839844,0.36865234,9.875,1262318684929,None
13067612259242,-2.5703125,0.34692383,9.859375,1262318684930,None
13067622359242,-2.578125,0.34692383,9.8671875,1262318684959,None
13067632459242,-2.6015625,0.35668945,9.875,1262318684959,None
13067642559242,-2.5917969,0.35888672,9.875,1262318684960,None
13067652659242,-2.5820312,0.36132812,9.890625,1262318684989,None
13067662759242,-2.578125,0.39501953,9.859375,1262318684990,None
13067672859242,-2.5742188,0.38061523,9.859375,1262318684991,None
13067682959242,-2.5839844,0.36621094,9.890625,1262318685019,None
13067693059242,-2.5898438,0.36376953,9.890625,1262318685020,None
13067703159242,-2.578125,0.36621094,9.8515625,1262318685020,None
13067713259242,-2.5878906,0.34936523,9.8671875,1262318685049,None
13067723359242,-2.5625,0.35424805,9.890625,1262318685050,None
13067733459242,-2.5585938,0.35424805,9.890625,1262318685051,None
13067743559242,-2.5722656,0.34936523,9.8828125,1262318685079,None
13067753659242,-2.5390625,0.34472656,9.8984375,1262318685080,None
13067763759242,-2.5527344,0.34692383,9.890625,1262318685081,None
13067773859242,-2.578125,0.35668945,9.8828125,1262318685109,None
13067783959242,-2.5917969,0.35180664,9.859375,1262318685110,None
13067794059242,-2.5839844,0.34228516,9.8515625,1262318685110,None
13067804159242,-2.5917969,0.35424805,9.8671875,1262318685139,None
13067814259242,-2.6015625,0.34936523,9.84375,1262318685140,None
13067824359242,-2.6035156,0.35180664,9.8671875,1262318685140,None
13067834459242,-2.5976562,0.35888672,9.8671875,1262318685169,None
13067844559242,-2.5722656,0.37329102,9.8671875,1262318685170,None
13067854659242,-2.5820312,0.37329102,9.8515625,1262318685171,None
13067864759242,-2.5742188,0.36376953,9.875,1262318685201,None
13067874859242,-2.5585938,0.36376953,9.8671875,1262318685202,None
13067884959242,-2.5722656,0.35180664,9.8671875,1262318685202,None
13067895059242,-2.5703125,0.37109375,9.875,1262318685230,None
13067905159242,-2.5625,0.34228516,9.8828125,1262318685232,None
13067915259242,-2.5585938,0.33984375,9.8671875,1262318685233,None
13067925359242,-2.5625,0.35180664,9.8515625,1262318685260,None
13067935459242,-2.5566406,0.37817383,9.8671875,1262318685262,None
13067945559242,-2.5703125,0.36865234,9.8828125,1262318685263,None
13067955659242,-2.5878906,0.35424805,9.8828125,1262318685290,None
13067965759242,-2.5898438,0.34692383,9.859375,1262318685292,None
13067975859242,-2.5703125,0.34472656,9.859375,1262318685294,None
13067985959242,-2.5800781,0.34228516,9.875,1262318685321,None
13067996059242,-2.59375,0.34936523,9.8828125,1262318685322,None
13068006159242,-2.5625,0.36132812,9.8515625,1262318685324,None
13068016259242,-2.5625,0.36132812,9.8671875,1262318685351,None
13068026359242,-2.5996094,0.35888672,9.8671875,1262318685352,None
13068036459242,-2.5917969,0.37573242,9.859375,1262318685355,None
13068046559242,-2.578125,0.37573242,9.875,1262318685381,None
13068056659242,-2.6015625,0.34228516,9.859375,1262318685382,None
13068066759242,-2.5722656,0.35888672,9.875,1262318685384,None
13068076859242,-2.5664062,0.33984375,9.859375,1262318685411,None
13068086959242,-2.5742188,0.34472656,9.8984375,1262318685412,None
13068097059242,-2.5625,0.35888672,9.890625,1262318685414,None
13068107159242,-2.5605469,0.34936523,9.8828125,1262318685441,None
13068117259242,-2.5625,0.35888672,9.8671875,1262318685443,None
13068127359242,-2.609375,0.35668945,9.8671875,1262318685444,None
13068137459242,-2.5683594,0.36132812,9.8828125,1262318685471,None
13068147559242,-2.578125,0.36376953,9.8828125,1262318685473,None
13068157659242,-2.5703125,0.35668945,9.8515625,1262318685474,None
13068167759242,-2.5839844,0.36376953,9.8515625,1262318685501,None
13068177859242,-2.5820312,0.36132812,9.8671875,1262318685503,None
13068187959242,-2.5878906,0.36865234,9.875,1262318685504,None
13068198059242,-2.59375,0.36621094,9.8359375,1262318685531,None
13068208159242,-2.5703125,0.34692383,9.8515625,1262318685533,None
13068218259242,-2.5839844,0.33496094,9.8828125,1262318685535,None
13068228359242,-2.5703125,0.34228516,9.859375,1262318685562,None
13068238459242,-2.578125,0.33984375,9.859375,1262318685563,None
13068248559242,-2.6054688,0.35424805,9.8671875,1262318685565,None
13068258659242,-2.578125,0.37109375,9.8671875,1262318685592,None
13068268759242,-2.5800781,0.34692383,9.8515625,1262318685593,None
13068278859242,-2.5917969,0.35180664,9.8515625,1262318685603,None
13068288959242,-2.5898438,0.36621094,9.8359375,1262318685612,None
13068299059242,-2.5722656,0.37109375,9.8671875,1262318685613,None
13068309159242,-2.5917969,0.36376953,9.8828125,1262318685642,None
13068319259242,-2.578125,0.36621094,9.8671875,1262318685644,None
13068329359242,-2.5820312,0.35888672,9.875,1262318685645,None
13068339459242,-2.5722656,0.37109375,9.8828125,1262318685672,None
13068349559242,-2.5625,0.34936523,9.8671875,1262318685674,None
13068359659242,-2.578125,0.36132812,9.8671875,1262318685675,None
13068369759242,-2.5625,0.35888672,9.875,1262318685702,None
13068379859242,-2.5605469,0.35424805,9.890625,1262318685704,None
13068389959242,-2.5605469,0.35424805,9.84375,1262318685705,None
