File Start Time: 1685634160722
timestamp,acc_x,acc_y,acc_z,rawlabel,state
85216419167293,2.6967921257019043,-2.3375391960144043,9.15137004852295,5.559073284188092E-7,0
85216466922173,2.665656805038452,-2.392624616622925,9.170530319213867,5.699787952050667E-7,0
85216514672354,2.6177563667297363,-2.344724178314209,9.156160354614258,5.714413673539873E-7,0
85216562426978,2.672842025756836,-2.3686745166778564,9.108259201049805,6.080331286227453E-7,0
85216610174158,2.682421922683716,-2.435734987258911,9.187294960021973,5.65244677489016E-7,0
85216657928654,2.692002058029175,-2.3974146842956543,9.153764724731445,5.482965403191337E-7,0
85216705687168,2.622546434402466,-2.33514404296875,9.163345336914062,5.492404221109966E-7,0
85216753441920,2.622546434402466,-2.375859498977661,9.153764724731445,4.0683748803712424E-7,0
85216801178931,2.672842025756836,-2.3590943813323975,9.144185066223145,4.5015885928765254E-7,0
85216848932915,2.6776318550109863,-2.3806495666503906,9.158555030822754,4.115693196236179E-7,0
85216896686771,2.6584718227386475,-2.38543963432312,9.175320625305176,3.857129587081174E-7,0
85216944428389,2.653681755065918,-2.332749128341675,9.134604454040527,4.242328148343238E-7,0
85216992181861,2.682421922683716,-2.392624616622925,9.170530319213867,4.4298340827400456E-7,0
85217039938001,2.675236940383911,-2.375859498977661,9.163345336914062,4.466516525325041E-7,0
85217087691473,2.6991870403289795,-2.3590943813323975,9.15137004852295,4.5297895595249336E-7,0
85217135436719,2.675236940383911,-2.3590943813323975,9.177715301513672,4.711682022526125E-7,0
85217183189423,2.692002058029175,-2.3686745166778564,9.144185066223145,5.177601147456307E-7,0
85217230947285,2.701582193374634,-2.344724178314209,9.13700008392334,5.650351217896824E-7,0
85217278700117,2.672842025756836,-2.39501953125,9.170530319213867,4.854064711845469E-7,0
85217326455219,2.6991870403289795,-2.3495142459869385,9.16094970703125,4.288006268326075E-7,0
85217374208051,2.68481707572937,-2.3902297019958496,9.163345336914062,3.8729380694676066E-7,0
85217421962227,2.6776318550109863,-2.3710694313049316,9.158555030822754,3.542003783641145E-7,0
85217469715187,2.68481707572937,-2.3710694313049316,9.153764724731445,3.7237365149852463E-7,0
85217517472681,2.6512868404388428,-2.3399341106414795,9.16094970703125,3.9307536104789016E-7,0
85217565225641,2.682421922683716,-2.3806495666503906,9.163345336914062,3.665766353160371E-7,0
85217612961169,2.6800270080566406,-2.375859498977661,9.153764724731445,3.456751036336697E-7,0
85217660713361,2.69439697265625,-2.435734987258911,9.156160354614258,3.5216290857301653E-7,0
85217708465681,2.68481707572937,-2.3686745166778564,9.180109977722168,3.8456317803089546E-7,0
85217756223670,2.6680519580841064,-2.354304313659668,9.158555030822754,3.8072268902440783E-7,0
85217803976118,2.7207422256469727,-2.4093897342681885,9.117839813232422,3.847199796107805E-7,0
85217851735643,2.6896071434020996,-2.373464345932007,9.148975372314453,3.9097238255276637E-7,0
85217899488475,2.634521484375,-2.3614892959594727,9.184900283813477,3.844307092566373E-7,0
85217947241927,2.641706705093384,-2.3399341106414795,9.134604454040527,3.975008992408802E-7,0
85217994995015,2.672842025756836,-2.3782544136047363,9.16094970703125,4.191815577444017E-7,0
85218042799251,2.6800270080566406,-2.366279363632202,9.165740013122559,4.069556697947019E-7,0
85218090552979,2.6704468727111816,-2.4093897342681885,9.158555030822754,4.109895386565133E-7,0
85218138315774,2.6704468727111816,-2.363884449005127,9.14657974243164,4.2696551962743755E-7,0
85218186069886,2.672842025756836,-2.4093897342681885,9.139394760131836,3.961087641985999E-7,0
85218233840362,2.6704468727111816,-2.3878345489501953,9.153764724731445,4.1758643254918143E-7,0
85218281595242,2.68481707572937,-2.3998095989227295,9.139394760131836,4.54633843118999E-7,0
85218329369359,2.6991870403289795,-2.3878345489501953,9.165740013122559,4.383368985785768E-7,0
85218377125391,2.672842025756836,-2.392624616622925,9.16094970703125,4.715173846058256E-7,0
85218424886099,2.68481707572937,-2.39501953125,9.144185066223145,4.847757152827238E-7,0
85218472642131,2.6680519580841064,-2.402204751968384,9.165740013122559,4.7524879525805403E-7,0
85218520409808,2.6896071434020996,-2.392624616622925,9.15137004852295,5.012042918302083E-7,0
85218568166352,2.6776318550109863,-2.3782544136047363,9.139394760131836,5.968439410770337E-7,0
85218615923024,2.672842025756836,-2.4381299018859863,9.141790390014648,7.221521388791006E-7,0
85218663691836,2.6512868404388428,-2.416574716567993,9.117839813232422,7.685006696244614E-7,0
85218711449148,2.69439697265625,-2.4405250549316406,9.163345336914062,5.832599638899642E-7,0
85218759224245,2.6776318550109863,-2.392624616622925,9.139394760131836,4.2871667281382903E-7,0
85218806982581,2.632126569747925,-2.356699228286743,9.134604454040527,4.3984453134834455E-7,0
85218854750823,2.7063722610473633,-2.404599666595459,9.134604454040527,5.559907438240331E-7,0
85218902509927,2.69439697265625,-2.4405250549316406,9.153764724731445,6.725246986291182E-7,0
85218950279591,2.653681755065918,-2.3806495666503906,9.163345336914062,5.98976972270294E-7,0
85218998039463,2.6488916873931885,-2.3902297019958496,9.139394760131836,5.172227209323356E-7,0
85219045805975,2.6896071434020996,-2.3998095989227295,9.14657974243164,4.443309316521801E-7,0
85219093566359,2.663261890411377,-2.452500104904175,9.13700008392334,4.7354817428840217E-7,0
85219141334636,2.7063722610473633,-2.39501953125,9.15137004852295,5.961114687746738E-7,0
85219189095788,2.6896071434020996,-2.375859498977661,9.134604454040527,6.154979664369174E-7,0
85219236844490,2.692002058029175,-2.4189698696136475,9.158555030822754,5.632214430497444E-7,0
85219284604746,2.6896071434020996,-2.3902297019958496,9.14657974243164,6.187688375778367E-7,0
85219332369290,2.675236940383911,-2.4285500049591064,9.134604454040527,5.312428139491592E-7,0
85219380129930,2.68481707572937,-2.44531512260437,9.148975372314453,5.317196155500174E-7,0
85219427890570,2.6680519580841064,-2.4069948196411133,9.134604454040527,5.269816806260137E-7,0
85219475649654,2.68481707572937,-2.3806495666503906,9.139394760131836,5.767265755876116E-7,0
85219523410294,2.6800270080566406,-2.4716603755950928,9.13700008392334,6.341428535878739E-7,0
85219571165545,2.7087671756744385,-2.3710694313049316,9.134604454040527,6.93256154810174E-7,0
85219618925801,2.6872119903564453,-2.3974146842956543,9.141790390014648,7.184934163053615E-7,0
85219666683410,2.665656805038452,-2.44531512260437,9.132209777832031,7.977159249532227E-7,0
85219714443410,2.6464967727661133,-2.402204751968384,9.12263011932373,5.926515557291176E-7,0
85219762194871,2.7207422256469727,-2.5004005432128906,9.158555030822754,5.368533052801245E-7,0
85219809954359,2.6991870403289795,-2.3806495666503906,9.141790390014648,5.357039945458146E-7,0
85219857714039,2.644101619720459,-2.414179801940918,9.14657974243164,5.432394879972108E-7,0
85219905473527,2.701582193374634,-2.4213647842407227,9.129815101623535,4.466440293439885E-7,0
85219953231556,2.713557243347168,-2.45489501953125,9.125024795532227,4.2976064102797295E-7,0
85220000991044,2.6991870403289795,-2.39501953125,9.148975372314453,4.5552085812358563E-7,0
85220048789343,2.656076669692993,-2.4117848873138428,9.134604454040527,4.4719027219942385E-7,0
85220096548959,2.692002058029175,-2.3806495666503906,9.129815101623535,4.286512272053306E-7,0
85220144312024,2.69439697265625,-2.426154851913452,9.14657974243164,5.183424861266263E-7,0
85220192071896,2.715952157974243,-2.4477100372314453,9.129815101623535,6.73504999644864E-7,0
85220239829915,2.6967921257019043,-2.414179801940918,9.127419471740723,7.188457438805535E-7,0
85220287589531,2.6776318550109863,-2.4716603755950928,9.141790390014648,6.673006916479468E-7,0
85220335349147,2.6584718227386475,-2.3375391960144043,9.115445137023926,5.792348911342126E-7,0
85220383124743,2.7063722610473633,-2.433339834213257,9.15137004852295,7.178004316901468E-7,0
85220430885255,2.6896071434020996,-2.4069948196411133,9.132209777832031,7.127023772037484E-7,0
85220478647826,2.6967921257019043,-2.4069948196411133,9.134604454040527,6.220007163516016E-7,0
85220526408338,2.713557243347168,-2.4572901725769043,9.113049507141113,5.847855022691778E-7,0
85220574158788,2.6800270080566406,-2.4596850872039795,9.134604454040527,7.498103375457717E-7,0
85220621918916,2.7087671756744385,-2.433339834213257,9.148975372314453,9.918789595728871E-7,0
85220669683420,2.6967921257019043,-2.4381299018859863,9.141790390014648,1.1198965304409602E-6,0
85220717443804,2.682421922683716,-2.3878345489501953,9.110654830932617,1.0263664162545552E-6,0
85220765212822,2.6967921257019043,-2.39501953125,9.172924995422363,1.0828716143546484E-6,0
85220812973590,2.7183473110198975,-2.4477100372314453,9.134604454040527,1.1014105579514152E-6,0
85220860744043,2.6464967727661133,-2.392624616622925,9.113049507141113,1.1494011635546978E-6,0
85220908505323,2.701582193374634,-2.433339834213257,9.127419471740723,1.1504384837040027E-6,0
85220956275670,2.7111623287200928,-2.4093897342681885,9.110654830932617,1.0744392002174394E-6,0
85221004037462,2.6967921257019043,-2.404599666595459,9.153764724731445,8.483458393510302E-7,0
85221051810114,2.644101619720459,-2.5004005432128906,9.153764724731445,7.714518329412446E-7,0
85221099572418,2.672842025756836,-2.4069948196411133,9.141790390014648,8.746422462726781E-7,0
85221147334850,2.672842025756836,-2.44531512260437,9.129815101623535,1.0776435943178267E-6,0
85221195104646,2.6800270080566406,-2.435734987258911,9.156160354614258,1.0730203032834418E-6,0
85221242867462,2.723137378692627,-2.33514404296875,9.148975372314453,1.336004194792028E-6,0
85221290633152,2.751877546310425,-2.1507277488708496,9.158555030822754,1.326314219522575E-6,0
85221338396224,2.5411157608032227,-2.404599666595459,9.165740013122559,1.0801482715986477E-6,0
85221386161199,2.5411157608032227,-2.433339834213257,9.194479942321777,1.1295979359022254E-6,0
85221433924399,2.5674610137939453,-2.426154851913452,9.194479942321777,1.3801919740440826E-6,0
85221481693993,1.8441650867462158,-2.584226131439209,9.117839813232422,1.4529109486106553E-6,0
85221529457449,2.5099806785583496,-2.3279590606689453,9.165740013122559,2.1381527841300966E-6,0
85221577229844,2.186652898788452,-2.416574716567993,9.00287914276123,2.1123626998294475E-6,0
85221624993812,2.174677848815918,-2.562670946121216,9.299860954284668,2.0393197152816517E-6,0
85221672764827,2.1483325958251953,-2.605781316757202,9.402847290039062,2.418893219844223E-6,0
